..............1.23.45.6.7..........4...2.3....6....8......4.6....1....8.2....6... (10.3/1.2/1.2)
..............1.23..4..5..1....5.6...2....7..13..........7.......846.....9......8 (4.0/1.2/1.2)
..............1.23..4.5...6......7...2.......13...25.....4.5.....87......9......1 (4.0/1.2/1.2)
..............1.23..4.5...6.....27...2.......13....5.....4.5.....87......9......1 (4.0/1.2/1.2)
..............1.23..4.5...6....7.5...1.......23...6......84......5.9.4...6....... (4.0/1.2/1.2)
..............1.23..4.5...6....7.5...1.......32...6......84......5.9.4...6....... (4.0/1.2/1.2)
..............1.23..4.5.6.........37...5.......869..........9.8.2.......31.....4. (4.0/1.2/1.2)
..............1.23..4.5.6........5.....2.7.....8...9.4.1..96....3..4....7........ (4.0/1.2/1.2)
..............1.23..456...........57....89.....6...4.....9..6...1.......32.7..... (4.0/1.2/1.2)
.............12.34..5..6..7.......8....9......1....62......58..74.......9..8..... (4.0/1.2/1.2)
........1........2..3.45..........67..4.....8.59.3........9.4..6..1.....8...2.... (4.0/1.2/1.2)
........1.......2...3..4..5.....3......46.7...1.....8.....25.....6...8..8.43..... (4.0/1.2/1.2)
........1.......2...3..4..5.....67...25......8...73......1...7..6.......3.4...8.. (4.0/1.2/1.2)
........1.......2...3..4..5.....67...25......8...79......1...7..6.......4.9...8.. (4.0/1.2/1.2)
........1.......2...3..4..5.....67...25......8...79......1...7..6.......9.4...8.. (4.0/1.2/1.2)
........1.......2...3..4..5.....67...25......8...79......1...7..69......4.....8.. (4.0/1.2/1.2)
........1.......2...3..4..5....1..6..4.......37....8.....6.7.....9..36..25....... (4.0/1.2/1.2)
........1.......23....45........4..6..73.....89....5......8..7..16.......3.2..... (4.0/1.2/1.2)
........1.......23....45........4..6..73.....89....5......8..7.1.6......3..2..... (4.0/1.2/1.2)
........1.......23....45........46....12......73..........6......27.....85....49. (4.0/1.2/1.2)
........1.......23....45........46....32......71..........6......27.....85....49. (4.0/1.2/1.2)
........1.......23....45........6.....231.....7....8.....2....64....89..85....... (4.0/1.2/1.2)
........1.......23....45........67....21...68..4.........3......6.2.....57....9.. (4.0/1.2/1.2)
........1.......23....45........67....23......4..57......18.....6....8..57....... (4.0/1.2/1.2)
........1.......23....45........67....31...86..4.........2......6.3.....57....9.. (4.0/1.2/1.2)
........1.......23....45......1.2..6..6....7..8.3.......5......6..2.....7.4...5.. (4.0/1.2/1.2)
........1.......23..4..5...........6..7.1...2.584........8..7..6...3....9...2.... (4.0/1.2/1.2)
........1.......23..4..5...........6..7.3...2.584..........87..6...1....9...2.... (4.0/1.2/1.2)
........1.......23..4..5..........3......45...1..67.......7.....2.5.....83.1....9 (4.0/1.2/1.2)
........1.......23..4..5..........46.7..5....18..3.......6.97..2........3..4..... (4.0/1.2/1.2)
........1.......23..4..5..........67.1..8.5..9...2.......4.7....2.......83.6..... (4.0/1.2/1.2)
........1.......23..4..5.........4.6.7..2....8..41.9....5....8...7.......6..3.... (4.0/1.2/1.2)
........1.......23..4..5.........45....26.....2.3....7..8......4.5..9...9..1..... (4.0/1.2/1.2)
........1.......23..4..5.........45....26.....2.3....7..8..9...4.5......9..1..... (4.0/1.2/1.2)
........1.......23..4..5.........467....1...2.8.......4...2....6.5......7..93.... (4.0/1.2/1.2)
........1.......23..4..5.........467....3...2.8.......4...2....6.5......7..91.... (4.0/1.2/1.2)
........1.......23..4..5.........467.4..1...2.8...........2....6.5......7..93.... (4.0/1.2/1.2)
........1.......23..4..5.........467.4..3...2.8...........2....6.5......7..91.... (4.0/1.2/1.2)
........1.......23..4..5.........6...1..7....83..1.......9.67...2........96..4... (4.0/1.2/1.2)
........1.......23..4..5.........6.7.1..8.....2..9..4....4.6.5..3...7...8........ (4.0/1.2/1.2)
........1.......23..4..5.........6.7.1..8.....2..9..4....4.7.9..3...6...8........ (4.0/1.2/1.2)
........1.......23..4..5.........6.7.1..8.....2..9..5....4.7.9..3...6...8........ (4.0/1.2/1.2)
........1.......23..4..5.........6.7.2..8..4..3..9.......4.6.5..1...7...9........ (4.0/1.2/1.2)
........1.......23..4..5........4.......675...2......8...1.3.....64..8..9.7...... (4.0/1.2/1.2)
........1.......23..4..5........4......3675...3......8...2.1.....6...9..8.7...... (4.0/1.2/1.2)
........1.......23..4..5........4......56.....3......7...7.2.....6....1.7.5..89.. (4.0/1.2/1.2)
........1.......23..4..5........4....2..67...81..........9...5...93.....7.....64. (4.0/1.2/1.2)
........1.......23..4..5........4.6.....5....17..2..8....4.95..2........3..6..... (4.0/1.2/1.2)
........1.......23..4..5........4.6.....5....37..1...8...4.95..1........2..6..... (4.0/1.2/1.2)
........1.......23..4..5........45...2.......6...78......6....47......8.91.3..... (4.0/1.2/1.2)
........1.......23..4..5........6.......475...2.........7.....6.3.8.....81.9...3. (4.0/1.2/1.2)
........1.......23..4..5........6....1......753..78......4.......62.....7.....8.6 (4.0/1.2/1.2)
........1.......23..4..5........6.5..2..78...71..........3.......64.....8.....76. (4.0/1.2/1.2)
........1.......23..4..5........6.5..2..78...71..........4.......63.....8.....76. (4.0/1.2/1.2)
........1.......23..4..5........6.5..2..78...81..........3.......64.....7.....86. (4.0/1.2/1.2)
........1.......23..4..5........6.7.....5....18..2...9...6.45..2........3..7..... (4.0/1.2/1.2)
........1.......23..4..5........6.7.....5....18..3...9...6.45..2..7.....3........ (4.0/1.2/1.2)
........1.......23..4..5........6.7..3..4.....8..1.......5....8..6...9..5.7.2.... (4.0/1.2/1.2)
........1.......23..4..5........65...2..7.....3...8..9...1.....7.6...8..9..4..... (4.0/1.2/1.2)
........1.......23..4..5........67......48....3.....9...69......1.2.....9.8...6.. (4.0/1.2/1.2)
........1.......23..4..5........67......89....12.........3....7.35...4..6.9...... (4.0/1.2/1.2)
........1.......23..4..5........67......89....21.........3....85........639...4.. (4.0/1.2/1.2)
........1.......23..4..5........67....6.84...12..........37.....4........65...9.. (4.0/1.2/1.2)
........1.......23..4..5........67...2..1.48..9..........83....6...2....7.5...... (4.0/1.2/1.2)
........1.......23..4..5........67...7..89...12..........3....8.5........96...4.. (4.0/1.2/1.2)
........1.......23..4..5.......1......6.2.4...78.........7.86..3.......75..6..... (4.0/1.2/1.2)
........1.......23..4..5.......1......6.2.4...78.........7.86..3.......75..9..... (4.0/1.2/1.2)
........1.......23..4..5.......1......6.2.4...78.........8.76..3.......75..6..... (4.0/1.2/1.2)
........1.......23..4..5.......1.....6..5.....78...9....5..84..2........3..9.7... (4.0/1.2/1.2)
........1.......23..4..5.......1...5.6..3.....78.........7.6.8.2........4..8..6.. (4.0/1.2/1.2)
........1.......23..4..5.......1...6.7..3.....89.........7.8.9.2........4....97.. (4.0/1.2/1.2)
........1.......23..4..5.......1..6..4.7.....89....5.....9.8...2.1..7...3........ (4.0/1.2/1.2)
........1.......23..4..5.......1..6..67...8...9..4.......6.7...2....85..3........ (4.0/1.2/1.2)
........1.......23..4..5.......12.....6.7.....78...9.....4........8.65..39....... (4.0/1.2/1.2)
........1.......23..4..5.......2......6.5.7...78....6....8.6...1..7.....3.......9 (4.0/1.2/1.2)
........1.......23..4..5.......2.....56...7...8..1.......8.6...2...3..897........ (4.0/1.2/1.2)
........1.......23..4..5.......2.....6..5.7...87....6....8.6...1..7.....3.......4 (4.0/1.2/1.2)
........1.......23..4..5.......2...4..6.1.....78.........6.78..3.......95....8... (4.0/1.2/1.2)
........1.......23..4..5.......2...6..7.1.4...86.........8.67..3........5..9..... (4.0/1.2/1.2)
........1.......23..4..5.......2..6...7.1.....68...4.....8.67..3........5..9..... (4.0/1.2/1.2)
........1.......23..4..5.......2..6...7.1.....86...4.....8.67..3........5..9..... (4.0/1.2/1.2)
........1.......23..4..5.......2..6...7.1.4...68.........8.67..3........5..9..... (4.0/1.2/1.2)
........1.......23..4..5.......3.....2..16...5.....7...6....5...7..2....8..4...9. (4.0/1.2/1.2)
........1.......23..4..5.......4.6...172......3.5........7..4...2...6...8......9. (4.0/1.2/1.2)
........1.......23..4..5.......6.......4786..29..........8...4..3...4...1....9... (4.0/1.2/1.2)
........1.......23..4.35........4.......675...3......8...1.2.....6...8..9.7...... (4.0/1.2/1.2)
........1.......23..4.56........47.....1.2..8.7.......2.....4..3........8..93.... (4.0/1.2/1.2)
........1......23...1..4..5.......56....3....27..8.........5.....41.6....3.....7. (4.0/1.2/1.2)
........1......23...1..4..5.......56....3....27..8.........5.....41.6...3......7. (4.0/1.2/1.2)
........1......23...4..5..........67.2..8.4...3..9.......4.75...1...6...9........ (4.0/1.2/1.2)
........1......23...4..5........6.7..1..8.....2..7.......5......3.1..4.98.7...... (4.0/1.2/1.2)
........1......23...4..5.......2...4.561......7..........6...7.2..38....9.....5.. (4.0/1.2/1.2)
........1......23...4..5.......2..6..7..1.....89.........7.9..83....8..24........ (4.0/1.2/1.2)
........1.....1.2...3...........4..5.15..67..6...28......3.......7......8......64 (4.0/1.2/1.2)
........1.....1.23..4...5......2.6...7...8...13..........6.......254....9.......7 (4.0/1.2/1.2)
........1.....1.23..4...5......4......657.....2......8...6..7...1...9...83....... (4.0/1.2/1.2)
........1.....1.23..4...5......5......647.....2......8...6..7..31.......8....9... (4.0/1.2/1.2)
........1.....1.23..4...5......6.7...8.......13...9......45......67.....2.......8 (4.0/1.2/1.2)
........1.....1.23..4...5......6.7...8.......13...9......74......65.....2.......8 (4.0/1.2/1.2)
........1.....1.23..4.5.........2....56...7...87...........6......47.9..3.......5 (4.0/1.2/1.2)
........1.....1.23..4.5.......46.......7..8...3......9..6...5...1...2...9.7...... (4.0/1.2/1.2)
........1.....1.23.45..........2.6....1......37...8.......5...9...46...7..8...... (4.0/1.2/1.2)
........1.....1.23.45..........2.6....1......37...8......5....9...64...7..8...... (4.0/1.2/1.2)
........1.....2.....1.3...4.....5.67..3.....2.8.6........8.....2.....5..74..1.... (4.0/1.2/1.2)
........1.....2.....1.3..45.......6..1.457...2.............82....46......9......7 (4.0/1.2/1.2)
........1.....2.....1.3..45.......6..2.......5..417........82....46.....9.......7 (4.0/1.2/1.2)
........1.....2.....3....4.........5....43.2..6....7....2........8..4..671.6....9 (4.0/1.2/1.2)
........1.....2.....3....4........5..2..6.....7....3.8...1.72....5..8...6....3.9. (4.0/1.2/1.2)
........1.....2.....3....4........5..2..6.....7....3.8...9.72....5..8...6....3.1. (4.0/1.2/1.2)
........1.....2.....3....4.......2.....35...6.7..4......58.......6...97.1.4....2. (4.0/1.2/1.2)
........1.....2.....3....4.......2.....35...6.7.4.......5.3......6...87.1.4....2. (4.0/1.2/1.2)
........1.....2.....3....42......2.....35...6.7..4......58.......6...97.1.4...... (4.0/1.2/1.2)
........1.....2.....3....42......2.....35...6.7.4.......5.3......6...87.1.4...... (4.0/1.2/1.2)
........1.....2.....3....45........3....5....46....7.......726...1..4....8.9.6... (4.0/1.2/1.2)
........1.....2.....3....45......6.....34.....37.5.8......7..9.2........86...1... (4.0/1.2/1.2)
........1.....2.....3....45......6.....34.....47.5.8......7..9..2.......68...1... (4.0/1.2/1.2)
........1.....2.....3....45......6.....35.7.8.5.4........9...8.2.6..1...7........ (4.0/1.2/1.2)
........1.....2.....3....45......6....7.4.....4.35.8......7..9..2.......68...1... (4.0/1.2/1.2)
........1.....2.....3....45......6....7.4.....6.35.8......7..9.28...1...6........ (4.0/1.2/1.2)
........1.....2.....3....45......6....735.8...3..4........7..9.28...9...6........ (4.0/1.2/1.2)
........1.....2.....3....45......6....735.8...5..4........9..7.2.6..1...8........ (4.0/1.2/1.2)
........1.....2.....3....45......6....735.8...5.4........9...7.2.6..1...8........ (4.0/1.2/1.2)
........1.....2.....3....45......6...3..4.....7.35.8......7..9.2.6..1...8........ (4.0/1.2/1.2)
........1.....2.....3....45....3.2......67....1.....8...7.......96.....42..85.... (4.0/1.2/1.2)
........1.....2.....3....45....3.6.....4......175..8.....7...9.2........86...1... (4.0/1.2/1.2)
........1.....2.....3....45....3.6.....4......475..8.....7...9..2.......68...1... (4.0/1.2/1.2)
........1.....2.....3....45....3.6....74......4.5..8.....7...9..2.......68...1... (4.0/1.2/1.2)
........1.....2.....3....45....36.......7.2...1.....8...6.......97.....42..85.... (4.0/1.2/1.2)
........1.....2.....3....45....4.......35.6...37...8......7..9..2.......68...1... (4.0/1.2/1.2)
........1.....2.....3....45....4.6.....35.7.8.9...........9..1.2....1...7.6...... (4.0/1.2/1.2)
........1.....2.....3....45....4.6....735.8...9...........9..1.2....1...8.6...... (4.0/1.2/1.2)
........1.....2.....3....45....5.6....743.....4....8.....7...9..6.......82...9... (4.0/1.2/1.2)
........1.....2.....3....45....6..7..2.......89...1......35.9....6.4.....7....8.. (4.0/1.2/1.2)
........1.....2.....3....45....6..7..2.......89...7......34......6.5.9...5....8.. (4.0/1.2/1.2)
........1.....2.....3...456.......4.....6.3...7.8..9........7..1.5.4....3...5.... (4.0/1.2/1.2)
........1.....2.....3...456.......4.....6.3...7.8..9........7..3...5....5.1.4.... (4.0/1.2/1.2)
........1.....2.....3.1..45.......6..1.457...2.............82....46......9......7 (4.0/1.2/1.2)
........1.....2....34...........5.3...6.7....1..8..46.....6..1..2........59.....7 (4.0/1.2/1.2)
........1.....2....34....5.........6....7..3...785........3..6.....4.97.21....... (4.0/1.2/1.2)
........1.....2....34....5.........6..7.3....1...7...........4.6..1.8..98...5.7.. (4.0/1.2/1.2)
........1.....2....34....5.......6......3.7....845..1.....8...92....1...76....... (4.0/1.2/1.2)
........1.....2....34....5.......6......3.7....845..1.....8...926.......7....1... (4.0/1.2/1.2)
........1.....2....34....5.......6......5.7....834..1.....8...92....1...76....... (4.0/1.2/1.2)
........1.....2....34....5.......6......5.7....843..1.....8...92....1...76....... (4.0/1.2/1.2)
........1.....2....34....5.....3........6.34.1......6....7.1..8.5........69.4.... (4.0/1.2/1.2)
........1.....2....34....5.....3........6.43.1......6....7.1..8.5........69.4.... (4.0/1.2/1.2)
........1.....2....34....56......78.....65.....3.4.......9..1...8..3....5.......2 (4.0/1.2/1.2)
........1.....2....34....56....3........5.7....84..9......6..1..7...1...92....... (4.0/1.2/1.2)
........1.....2....34....56....3........5.7...8.4..9......8..1...7......9.2..1... (4.0/1.2/1.2)
........1.....2....34....56....3.7......5....8..4..9......8..4..29..1....7....... (4.0/1.2/1.2)
........1.....2....34....56....3.7......5....8..6..9......8..4..29..1....7....... (4.0/1.2/1.2)
........1.....2....34....56....3.7......6....8..4..9......8...4.29..1....7....... (4.0/1.2/1.2)
........1.....2....34....56....3.7......6....8..4..9......8..1..29.......7...1... (4.0/1.2/1.2)
........1.....2....34....56....3.7......6....8..4..9......8..1..29..1....7....... (4.0/1.2/1.2)
........1.....2....34....56....3.7......6....8..5..9......8..1..29.......7...1... (4.0/1.2/1.2)
........1.....2....34....56....3.7......6....8..5..9......8..1..29..1....7....... (4.0/1.2/1.2)
........1.....2..3....45........6.7...1.......389.......98.....2.....54.6.....9.. (4.0/1.2/1.2)
........1.....2..3..4.56..........7...2...56..7.8..........49...1.......38.7..... (4.0/1.2/1.2)
........1.....2..3..4.56..........7...2...65..7.8..........49..1........83.7..... (4.0/1.2/1.2)
........1.....2..3..4.56.........47....8......56...2.......9.2.18.......3..7..... (4.0/1.2/1.2)
........1.....2..3..4.56.........78....9......56....2......42..1.9......3..7..... (4.0/1.2/1.2)
........1.....2..3..4.56.........78....9......65....2......42..1.9......3..7..... (4.0/1.2/1.2)
........1.....2..3..4.56.........78....9......65....2......82..1.9......3..7..... (4.0/1.2/1.2)
........1.....2..3..4.56........7.8..1.8......93.........9.....2.6...5..7......4. (4.0/1.2/1.2)
........1.....2..3..4.56.......7..6..3.8...9..8.........64.......7.....85.....2.. (4.0/1.2/1.2)
........1.....2.3...4...5.6....1.6...3...7...82...........4......956.....7.....8. (4.0/1.2/1.2)
........1.....2.3...4...5.6....4......165.....7.....8.....9.6...3...7...82....... (4.0/1.2/1.2)
........1.....2.3...4...5.6....4......165.....7.....8....9..6...2...7...83....... (4.0/1.2/1.2)
........1.....2.3...4...5.6....4......165.....7.....8....9..6...3...7...82....... (4.0/1.2/1.2)
........1.....2.3...4...5.6....5......146.....7.....8....9..6...2.......83...7... (4.0/1.2/1.2)
........1.....2.3...4...5.6....5......146.....7.....8....9..6...3.......82...7... (4.0/1.2/1.2)
........1.....2.3...4...5.6....5......164.....7.....8.....9.6...3.......82...7... (4.0/1.2/1.2)
........1.....2.3...4...5.6....5......164.....7.....8....9..6...2.......83...7... (4.0/1.2/1.2)
........1.....2.3...4...5.6....5......164.....7.....8....9..6...3.......82...7... (4.0/1.2/1.2)
........1.....2.34..2.5.........1.5...6.......78....9....8..6..1..7.....2...9.... (4.0/1.2/1.2)
........1.....2.34..5.1.........67...2....8..34...........7......185.....6.....9. (4.0/1.2/1.2)
........1.....2.34..5.6..........7.8.3...6...91..........5......4.78....2......1. (4.0/1.2/1.2)
........1.....2.34..5.6..........7.8.3...6...91..........5......4.87....2......1. (4.0/1.2/1.2)
........1.....2.34..5.6..........78..1...3...23..........7........85.6..94....... (4.0/1.2/1.2)
........1.....2.34..5.6.........3....2....6...78...9.....7....81..8.....4...9.... (4.0/1.2/1.2)
........1.....2.34..5.6.........4....2....6...78...9.....7....81..8.....3...9.... (4.0/1.2/1.2)
........1.....2.34..5.6.........75...3..8....6......9....5..8...1........47..3... (4.0/1.2/1.2)
........1.....2.34..5.6.......5....2..6..3....7....8.....8...6.1....9...42....... (4.0/1.2/1.2)
........1......23.....45..........6......75.8.14.9.........6..9.2.......53.1..... (3.6/1.5/1.5)
.................1..2..3.4..............1.5.6.74....3.....62....37....8..48.5.... (3.6/1.2/1.2)
................12..3..4..5.....3.......467...8.....9....18......6.....1.249..... (3.6/1.2/1.2)
................12..3..4..5.....6.......437...8.....9....18......6.....1.249..... (3.6/1.2/1.2)
..............1..2....3..45...3..6....2.......74.5.......8.69....7...8..5.3...... (3.6/1.2/1.2)
..............1..2..3....45......6.7....5.1....534........8.....29....6.6....7... (3.6/1.2/1.2)
..............1..2.34.5..6.......3..2....7...6.....5.....8.2..1.4......8.5.1..... (3.6/1.2/1.2)
..............1.23..145........2..6.....7.4....4.........7..5...2.....8.63.....9. (3.6/1.2/1.2)
..............1.23..4.5...6...4.5.....78......9......1...6..4..12....8..3........ (3.6/1.2/1.2)
..............1.23..4.56.......7...5.3.4.....28..........7..98..4.....3.5........ (3.6/1.2/1.2)
........1.......2.....34..5........6..7..83...892........1.....7.3.6....9.....8.. (3.6/1.2/1.2)
........1.....2.3...4.5.2......6.5...1.4......78.........1....8...9....74.5...... (3.6/1.2/1.2)
........1.......2....345........6.......7.5.3..8.......5.8.....43....7..7....9.6. (3.0/1.2/1.2)
.................1....2345.....45.2....6.......1..7....3........4.1....825.9..... (2.6/1.2/1.2)
..............1.23..1..45......2...6..5..7....14........7....5.2..8.....39....... (2.6/1.2/1.2)
..............1.23..4..56......2...7..6..4....51........5....6.2..8.....39....... (2.6/1.2/1.2)
........1.......2.....34..5.....56.3...2.......7...4...5.7...1..6.......43.....8. (2.6/1.2/1.2)
........1.......23..4..5........6.4..1..7....3...4.......8........9648..72....... (2.6/1.2/1.2)
........1.......23..4..5........6.4..1..7....5...4.......8........9648..72....... (2.6/1.2/1.2)
........1.....2....34....5.......6......3....17.4..........8.......6.2.42...59..7 (2.6/1.2/1.2)
..............1..2..3.4..56........4.41.......5.7..8.....8..7....2.6....3.....9.. (2.5/1.2/1.2)
..............1..2.34....56...35....2...4....7..6....1.5....64..8.......1........ (2.5/1.2/1.2)
